id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MouseNegCon_0029	1	0.8632	0.86403	0.999729	884	0	1.0738	0.1368	0.13764	0.93365	255	1	1.0738
Prdm8	4	0.86367	0.86436	0.999729	885	0	-0.119	0.36307	0.49644	0.978682	527	1	-0.119
Phf21a	4	0.8639	0.86463	0.999729	886	0	0.13317	0.18227	0.29854	0.973961	315	1	0.13317
Dnmt3b	4	0.86412	0.86485	0.999729	887	0	0.27215	0.35166	0.48909	0.978682	519	2	0.27215
Ppm1g	4	0.86434	0.86507	0.999729	888	0	0.121	0.15298	0.26487	0.973961	275	1	0.121
Brd1	4	0.86456	0.86529	0.999729	889	0	0.65088	0.080504	0.17649	0.93365	185	3	0.65088
Arid3a	4	0.865	0.86576	0.999729	890	0	0.62454	0.075483	0.16708	0.93365	176	3	0.62454
Atf2	4	0.86566	0.86635	0.999729	891	0	1.3631	0.0049309	0.016978	0.677851	25	3	1.3631
MouseNegCon_0045	1	0.86765	0.86841	0.999729	892	0	1.1427	0.13235	0.13336	0.93365	251	1	1.1427
Foxn1	4	0.86892	0.86978	0.999729	893	0	0.16608	0.71296	0.71689	0.999995	738	1	0.16608
Mettl11b	4	0.86914	0.86996	0.999729	894	0	-0.14571	0.16513	0.27891	0.973961	289	1	-0.14571
MouseNegCon_0050	1	0.86938	0.8699	0.999729	895	0	1.0816	0.13062	0.13153	0.93365	250	1	1.0816
Phc3	4	0.86957	0.87035	0.999729	896	0	0.078501	0.562	0.60562	0.999995	637	1	0.078501
Kdm4a	4	0.86978	0.87057	0.999729	897	0	-0.025603	0.85106	0.85204	0.999995	867	0	-0.025603
Pcgf1	4	0.87063	0.87149	0.999729	898	0	0.7745	0.081236	0.178	0.93365	187	3	0.7745
Elp2	4	0.87149	0.87247	0.999729	899	0	-0.025265	0.7519	0.75234	0.999995	772	1	-0.025265
Mbd5	4	0.87191	0.87287	0.999729	900	0	-0.050263	0.3812	0.50511	0.981937	537	1	-0.050263
Zmym3	4	0.87233	0.87339	0.999729	901	0	-0.094244	0.31079	0.44315	0.975854	472	1	-0.094244
Zmym2	4	0.87317	0.87409	0.999729	902	0	0.12028	0.60454	0.6333	0.999995	668	1	0.12028
Zfp367	4	0.87338	0.87424	0.999729	903	0	0.11616	0.7431	0.74377	0.999995	763	1	0.11616
Zfp317	4	0.87359	0.87442	0.999729	904	0	0.12997	0.82908	0.83023	0.999995	842	0	0.12997
Chd5	4	0.8738	0.87461	0.999729	905	0	0.9811	0.0167	0.047278	0.805302	59	3	0.9811
Atoh7	4	0.87526	0.8762	0.999729	906	0	0.8452	0.056674	0.1304	0.93365	135	2	0.8452
MouseNegCon_0039	1	0.87531	0.87583	0.999729	907	0	1.1241	0.12469	0.1257	0.93365	243	1	1.1241
Gatad1	4	0.87547	0.87638	0.999729	908	0	0.17524	0.64617	0.66373	0.999995	696	1	0.17524
Pcgf3	4	0.8765	0.87756	0.999729	909	0	0.83901	0.085524	0.18671	0.93365	199	3	0.83901
Zfp692	4	0.87671	0.87768	0.999729	910	0	0.39967	0.43004	0.52947	0.997845	559	1	0.39967
Hmgn3	4	0.87773	0.87853	0.999729	911	0	0.28862	0.5636	0.60669	0.999995	639	1	0.28862
Larp6	4	0.87814	0.87894	0.999729	912	0	0.52051	0.20057	0.31879	0.973961	335	2	0.52051
Trmt61b	4	0.87855	0.87942	0.999729	913	0	0.46857	0.084665	0.18499	0.93365	195	2	0.46857
Foxo3	4	0.88017	0.88104	0.999729	914	0	0.41333	0.60993	0.63689	0.999995	672	1	0.41333
Kdm5c	4	0.88077	0.88173	0.999729	915	0	-0.1166	0.52524	0.58275	0.999995	617	1	-0.1166
MouseNegCon_0090	1	0.88099	0.88164	0.999729	916	0	1.1891	0.11901	0.11985	0.93365	235	1	1.1891
Setd7	4	0.88277	0.88356	0.999729	917	0	0.52212	0.12084	0.22849	0.965384	240	2	0.52212
Dppa3	4	0.88316	0.88398	0.999729	918	0	0.33702	0.12022	0.22769	0.965384	239	2	0.33702
Zfp512	4	0.88454	0.88519	0.999729	919	0	0.013596	0.63886	0.65826	0.999995	692	1	0.013596
Msh6	4	0.88512	0.88592	0.999729	920	0	0.18309	0.88745	0.88815	0.999995	913	0	0.18309
Ncor2	4	0.88532	0.88608	0.999729	921	0	-0.13579	0.4874	0.55987	0.999995	594	1	-0.13579
Klhl31	4	0.88551	0.88626	0.999729	922	0	0.26403	0.84407	0.84504	0.999995	862	0	0.26403
MouseNegCon_0033	1	0.88618	0.88693	0.999729	923	0	1.1962	0.11382	0.11459	0.93365	226	1	1.1962
Arid2	4	0.88648	0.88715	0.999729	924	0	0.69347	0.03893	0.094606	0.93365	104	2	0.69347
Prdm11	4	0.88668	0.88732	0.999729	925	0	0.34582	0.23411	0.35611	0.975854	376	2	0.34582
Eya2	4	0.88687	0.88752	0.999729	926	0	0.73062	0.082813	0.18111	0.93365	190	2	0.73062
Calcoco1	4	0.88802	0.88885	0.999729	927	0	1.1508	0.01102	0.034557	0.787735	46	3	1.1508
Phf20l1	4	0.88821	0.889	0.999729	928	0	0.82009	0.024002	0.062993	0.838345	78	2	0.82009
Prdm2	4	0.8886	0.88933	0.999729	929	0	0.0049562	0.22559	0.34599	0.975854	367	1	0.0049562
Sfmbt1	4	0.88917	0.8899	0.999729	930	0	0.36925	0.17978	0.29559	0.973961	311	2	0.36925
Mettl24	4	0.88936	0.89008	0.999729	931	0	0.21923	0.22803	0.34886	0.975854	371	1	0.21923
Ncoa2	4	0.88955	0.89031	0.999729	932	0	0.91858	0.041359	0.099409	0.93365	108	3	0.91858
Zfp318	4	0.89011	0.89085	0.999729	933	0	0.27258	0.86544	0.86618	0.999995	886	0	0.27258
Ilf3	4	0.8903	0.89108	0.999729	934	0	0.3932	0.62532	0.64815	0.999995	682	1	0.3932
Terf2ip	4	0.89439	0.89489	0.999729	935	0	0.30856	0.32636	0.46105	0.978682	491	1	0.30856
MouseNegCon_0069	1	0.89582	0.89687	0.999729	936	0	1.1339	0.10418	0.10495	0.93365	215	1	1.1339
Apex1	4	0.89603	0.8962	0.999729	937	0	-0.10312	0.22477	0.34509	0.975854	366	1	-0.10312
MouseNegCon_0065	1	0.89706	0.89804	0.999729	938	0	1.1826	0.10294	0.10365	0.93365	212	1	1.1826
Atm	4	0.89711	0.89742	0.999729	939	0	0.80947	0.0073941	0.024922	0.707009	38	2	0.80947
Gcm1	4	0.89765	0.89795	0.999729	940	0	0.66312	0.026242	0.067851	0.844903	83	2	0.66312
Arid4b	4	0.89818	0.89843	0.999729	941	0	1.141	0.013307	0.039443	0.805302	51	3	1.141
Zfp414	4	0.89836	0.89867	0.999729	942	0	0.85082	0.063912	0.14399	0.93365	151	3	0.85082
Lef1	4	0.89925	0.89963	0.999729	943	0	0.47837	0.16407	0.27752	0.973961	287	2	0.47837
Ctcfl	4	0.8996	0.89998	0.999729	944	0	0.51778	0.2112	0.33071	0.973961	348	2	0.51778
Safb	4	0.90013	0.90041	0.999729	945	0	0.38833	0.58751	0.62247	0.999995	655	1	0.38833
Zfp128	4	0.90065	0.90091	0.999729	946	0	-0.020864	0.37149	0.50051	0.978682	532	1	-0.020864
Kat6b	4	0.90664	0.90661	0.999729	947	0	0.48321	0.27093	0.39742	0.975854	425	2	0.48321
Mllt10	4	0.9083	0.90839	0.999729	948	0	0.16975	0.37219	0.50079	0.978682	533	1	0.16975
Zfp12	4	0.90863	0.90872	0.999729	949	0	0.23474	0.052801	0.12235	0.93365	125	1	0.23474
MouseNegCon_0091	1	0.90892	0.90956	0.999729	950	0	1.2535	0.091078	0.091309	0.93365	207	1	1.2535
Hdac4	4	0.90961	0.90966	0.999729	951	0	0.90939	0.051557	0.11998	0.93365	123	3	0.90939
Zfp715	4	0.91058	0.91047	0.999729	952	0	-0.019206	0.85804	0.85877	0.999995	878	0	-0.019206
Ash1l	4	0.91123	0.91124	0.999729	953	0	0.24896	0.31953	0.45325	0.9775	484	2	0.24896
Phf1	4	0.91139	0.91136	0.999729	954	0	0.38342	0.19357	0.31094	0.973961	328	2	0.38342
Bap1	4	0.91155	0.91155	0.999729	955	0	0.10255	0.37288	0.50114	0.978682	534	1	0.10255
Zfp523	4	0.91235	0.91231	0.999729	956	0	1.0679	0.029534	0.074749	0.875861	89	3	1.0679
Baz1a	4	0.91346	0.91331	0.999729	957	0	0.79951	0.090203	0.19275	0.940213	206	2	0.79951
Prdm5	4	0.91377	0.91359	0.999729	958	0	0.21098	0.71102	0.7153	0.999995	736	1	0.21098
Zfp329	4	0.91487	0.91462	0.999729	959	0	1.2028	0.016982	0.048012	0.805302	60	3	1.2028
Foxo4	4	0.91611	0.91574	0.999729	960	0	0.057748	0.85011	0.851	0.999995	866	0	0.057748
MouseNegCon_0078	1	0.91807	0.91845	0.999729	961	0	1.3676	0.081933	0.082519	0.895792	189	1	1.3676
Zhx2	4	0.92049	0.92022	0.999729	962	0	0.24389	0.74238	0.74319	0.999995	762	1	0.24389
Rarg	4	0.92063	0.92032	0.999729	963	0	0.91901	0.021156	0.056775	0.805302	73	3	0.91901
Baz2b	4	0.92137	0.92108	0.999729	964	0	0.51661	0.26951	0.39582	0.975854	422	2	0.51661
Dtd2	4	0.92283	0.9225	0.999729	965	0	0.8367	0.024488	0.063939	0.840558	79	2	0.8367
Epc1	4	0.92341	0.92303	0.999729	966	0	0.37005	0.18905	0.30615	0.973961	324	2	0.37005
Mbd4	4	0.92355	0.92316	0.999729	967	0	0.79016	0.066006	0.14839	0.93365	158	3	0.79016
Myod1	4	0.92526	0.92498	0.999729	968	0	0.19369	0.82644	0.82762	0.999995	838	0	0.19369
Zfp616	4	0.9268	0.92635	0.999729	969	0	0.55317	0.26009	0.38535	0.975854	410	2	0.55317
Kdm4c	4	0.92914	0.92867	0.999729	970	0	0.42035	0.18702	0.30403	0.973961	322	2	0.42035
Mbtd1	4	0.93102	0.93052	0.999729	971	0	0.98974	0.036424	0.089444	0.93365	101	3	0.98974
Lbr	4	0.93142	0.93087	0.999729	972	0	0.26595	0.59408	0.62688	0.999995	658	1	0.26595
Pdx1	4	0.93581	0.93561	0.999729	973	0	0.63769	0.035198	0.086799	0.917346	99	2	0.63769
Zfp628	4	0.93669	0.9365	0.999729	974	0	0.23739	0.30854	0.44054	0.975854	470	1	0.23739
Jmy	4	0.93707	0.93685	0.999729	975	0	0.49059	0.061316	0.13926	0.93365	147	2	0.49059
Zfp608	4	0.93793	0.93766	0.999729	976	0	0.55435	0.34643	0.48367	0.978682	512	2	0.55435
Ankrd1	4	0.9383	0.93797	0.999729	977	0	1.4494	0.0025448	0.0091524	0.616646	14	3	1.4494
Phf11	4	0.94142	0.94106	0.999729	978	0	0.71407	0.020113	0.054387	0.805302	69	3	0.71407
Lcmt1	4	0.94294	0.94264	0.999729	979	0	0.40994	0.49218	0.5628	0.999995	596	1	0.40994
Tspyl4	4	0.94363	0.94326	0.999729	980	0	0.11235	0.33076	0.46589	0.978682	494	1	0.11235
MouseNegCon_0011	1	0.94525	0.94539	0.999729	981	0	1.4745	0.054745	0.054901	0.805302	132	1	1.4745
Zmynd11	4	0.94632	0.94588	0.999729	982	0	0.30204	0.62909	0.65085	0.999995	686	1	0.30204
Ntmt1	4	0.94654	0.94616	0.999729	983	0	0.13972	0.81388	0.81547	0.999995	826	0	0.13972
Klf7	4	0.94676	0.94644	0.999729	984	0	1.0562	0.017726	0.04939	0.805302	62	3	1.0562
Bard1	4	0.94687	0.94654	0.999729	985	0	0.19818	0.75707	0.75725	0.999995	776	1	0.19818
Nova2	4	0.94763	0.94735	0.999729	986	0	0.3959	0.23737	0.35986	0.975854	383	2	0.3959
Zfp828	4	0.94934	0.94901	0.999729	987	0	0.7688	0.041114	0.098941	0.93365	107	3	0.7688
Zmiz1	4	0.95018	0.9499	0.999729	988	0	0.50051	0.11391	0.22015	0.965384	227	2	0.50051
Chd9	4	0.95029	0.94996	0.999729	989	0	0.38035	0.29723	0.42754	0.975854	454	1	0.38035
Kmt2c	4	0.9508	0.95047	0.999729	990	0	1.1397	0.0076925	0.02607	0.720614	39	3	1.1397
Recql5	4	0.95122	0.95096	0.999729	991	0	0.21677	0.073512	0.16284	0.93365	173	1	0.21677
Zfp341	4	0.95233	0.95222	0.999729	992	0	0.79386	0.062015	0.14046	0.93365	149	3	0.79386
Braf	4	0.95244	0.95238	0.999729	993	0	0.70364	0.057121	0.13129	0.93365	136	3	0.70364
Setd2	4	0.95324	0.95318	0.999729	994	0	0.30682	0.45804	0.54404	0.999722	577	1	0.30682
Smarcad1	4	0.95343	0.95337	0.999729	995	0	0.68419	0.14811	0.25987	0.973961	269	2	0.68419
Zfp526	4	0.95363	0.9536	0.999729	996	0	0.56956	0.22158	0.34189	0.974114	364	2	0.56956
Mettl23	4	0.95403	0.95391	0.999729	997	0	0.39274	0.28401	0.41224	0.975854	440	2	0.39274
Zbtb2	4	0.95548	0.95538	0.999729	998	0	1.0808	0.022622	0.059796	0.8112	76	3	1.0808
Zscan29	4	0.95596	0.9558	0.999729	999	0	0.70185	0.046139	0.10924	0.93365	117	2	0.70185
Mbd3	4	0.95643	0.9563	0.999729	1000	0	1.1938	0.014748	0.042612	0.805302	55	3	1.1938
Dnd1	4	0.95727	0.95718	0.999729	1001	0	0.53269	0.32212	0.4562	0.978682	487	2	0.53269
Klf6	4	0.95746	0.9574	0.999729	1002	0	0.91175	0.056083	0.12913	0.93365	134	3	0.91175
Parp2	4	0.95774	0.95762	0.999729	1003	0	0.7187	0.07569	0.16753	0.93365	177	2	0.7187
Zmynd15	4	0.95783	0.95768	0.999729	1004	0	0.14355	0.86077	0.86144	0.999995	883	0	0.14355
Ash2l	4	0.95865	0.95845	0.999729	1005	0	1.1563	0.0040871	0.014333	0.665149	20	2	1.1563
Hmgb3	4	0.95892	0.95874	0.999729	1006	0	0.64806	0.12018	0.22766	0.965384	238	2	0.64806
Trmt2a	4	0.95946	0.95913	0.999729	1007	0	0.85386	0.064713	0.14579	0.93365	156	3	0.85386
Kmt2b	4	0.95973	0.95935	0.999729	1008	0	0.61568	0.111	0.21685	0.965384	221	2	0.61568
Prdm12	4	0.96017	0.9599	0.999729	1009	0	0.67238	0.067764	0.15184	0.93365	161	2	0.67238
Mettl15	4	0.96139	0.96137	0.999729	1010	0	0.46746	0.1882	0.3052	0.973961	323	2	0.46746
Scml4	4	0.96156	0.96159	0.999729	1011	0	0.75842	0.11951	0.22674	0.965384	237	2	0.75842
Wdtc1	4	0.9619	0.96186	0.999729	1012	0	0.28849	0.61334	0.63916	0.999995	674	1	0.28849
Nek9	4	0.96199	0.96194	0.999729	1013	0	0.7618	0.068836	0.15396	0.93365	163	2	0.7618
Smyd3	4	0.96283	0.96279	0.999729	1014	0	0.23603	0.84868	0.84965	0.999995	863	0	0.23603
Hdac2	4	0.963	0.96294	0.999729	1015	0	0.68039	0.053751	0.12436	0.93365	128	3	0.68039
Smarcc2	4	0.96317	0.96307	0.999729	1016	0	0.64093	0.058171	0.13339	0.93365	140	3	0.64093
MouseNegCon_0100	1	0.96429	0.96483	0.999729	1017	0	1.6685	0.035714	0.035806	0.787735	100	1	1.6685
Zbtb49	4	0.9644	0.96432	0.999729	1018	0	0.80287	0.025942	0.067245	0.844903	82	2	0.80287
Zfp105	4	0.96448	0.9644	0.999729	1019	0	0.30328	0.50221	0.5688	0.999995	603	1	0.30328
Zbtb7c	4	0.9652	0.96515	0.999729	1020	0	0.44043	0.33381	0.46944	0.978682	498	2	0.44043
Hdac9	4	0.967	0.96688	0.999729	1021	0	0.47431	0.27808	0.4056	0.975854	434	2	0.47431
MouseNegCon_0057	1	0.96725	0.96779	0.999729	1022	0	1.5608	0.032748	0.03295	0.787735	94	1	1.5608
Setdb2	4	0.96768	0.96774	0.999729	1023	0	0.50955	0.28062	0.40834	0.975854	438	2	0.50955
Trim27	4	0.96872	0.96885	0.999729	1024	0	0.57482	0.083085	0.18166	0.93365	191	3	0.57482
Sall1	4	0.97024	0.9705	0.999729	1025	0	0.52752	0.29976	0.4307	0.975854	457	2	0.52752
Mta1	4	0.97087	0.97108	0.999729	1026	0	0.59422	0.27009	0.39649	0.975854	424	2	0.59422
Pphln1	4	0.97156	0.97176	0.999729	1027	0	0.63474	0.21677	0.33676	0.973961	355	2	0.63474
Zfp541	4	0.97163	0.97184	0.999729	1028	0	0.66781	0.18396	0.30045	0.973961	318	2	0.66781
Skor2	4	0.97197	0.97218	0.999729	1029	0	0.85185	0.04438	0.10553	0.93365	115	2	0.85185
Mmachc	4	0.97224	0.97241	0.999729	1030	0	0.63701	0.23005	0.35123	0.975854	372	2	0.63701
Klf9	4	0.97264	0.97288	0.999729	1031	0	0.70281	0.078786	0.17326	0.93365	182	2	0.70281
Zfp629	4	0.97375	0.97409	0.999729	1032	0	0.8687	0.032801	0.081821	0.895792	95	2	0.8687
Btbd11	4	0.97388	0.97426	0.999729	1033	0	0.61295	0.17826	0.29367	0.973961	308	2	0.61295
Nfrkb	4	0.97452	0.97483	0.999729	1034	0	0.68919	0.17187	0.2868	0.973961	301	2	0.68919
Zfp30	4	0.97471	0.97499	0.999729	1035	0	0.73294	0.16223	0.2754	0.973961	285	2	0.73294
Runx3	4	0.97514	0.97549	0.999729	1036	0	1.18	0.0068295	0.023187	0.699807	34	3	1.18
Ing2	4	0.9757	0.97613	0.999729	1037	0	0.68128	0.16703	0.28113	0.973961	290	2	0.68128
Alkbh7	4	0.97588	0.97632	0.999729	1038	0	0.30549	0.2919	0.4215	0.975854	451	1	0.30549
Zfp707	4	0.97642	0.97671	0.999729	1039	0	0.41713	0.35471	0.49221	0.978682	523	2	0.41713
Kdm6a	4	0.9766	0.9769	0.999729	1040	0	1.3238	0.009278	0.03036	0.773313	43	3	1.3238
Pbrm1	4	0.97677	0.97708	0.999729	1041	0	0.82472	0.0014821	0.0057633	0.616646	8	2	0.82472
Trmt44	4	0.97701	0.97736	0.999729	1042	0	1.0602	0.011291	0.035365	0.787735	47	3	1.0602
Zfp60	4	0.97798	0.97833	0.999729	1043	0	0.74007	0.15025	0.26214	0.973961	271	2	0.74007
Zfpm1	4	0.97898	0.97927	0.999729	1044	0	0.78922	0.079593	0.17476	0.93365	184	3	0.78922
Mecp2	4	0.9799	0.98004	0.999729	1045	0	0.8303	0.054619	0.12632	0.93365	130	3	0.8303
Tfpt	4	0.98021	0.98042	0.999729	1046	0	0.94862	0.018211	0.050345	0.805302	64	3	0.94862
Csnk2a1	4	0.98148	0.98175	0.999729	1047	0	1.4956	0.0024724	0.0089688	0.616646	13	3	1.4956
Rnf168	4	0.98339	0.98372	0.999729	1048	0	0.51585	0.28867	0.41777	0.975854	449	2	0.51585
Klhdc3	4	0.98353	0.98387	0.999729	1049	0	0.69701	0.071671	0.15938	0.93365	167	3	0.69701
Ighmbp2	4	0.98371	0.98403	0.999729	1050	0	0.57549	0.084769	0.18512	0.93365	196	3	0.57549
Tspyl2	4	0.98411	0.98446	0.999729	1051	0	0.65866	0.19901	0.31711	0.973961	333	2	0.65866
Trmt13	4	0.98493	0.9853	0.999729	1052	0	1.6058	0.00078309	0.0029896	0.537129	6	3	1.6058
Nsd3	4	0.98544	0.98586	0.999729	1053	0	1.1005	0.012072	0.036844	0.794356	49	3	1.1005
Btbd9	4	0.98605	0.98642	0.999729	1054	0	0.74882	0.068305	0.1529	0.93365	162	3	0.74882
Hnf1b	4	0.98684	0.98726	0.999729	1055	0	0.62772	0.072527	0.16108	0.93365	169	3	0.62772
L3mbtl1	4	0.98718	0.98758	0.999729	1056	0	1.0679	0.015837	0.045064	0.805302	56	3	1.0679
Zfp719	4	0.98802	0.98838	0.999729	1057	0	0.81832	0.083087	0.18166	0.93365	192	2	0.81832
Klf11	4	0.98848	0.98885	0.999729	1058	0	0.97215	0.027324	0.07012	0.844903	86	3	0.97215
Zbtb48	4	0.98879	0.98917	0.999729	1059	0	0.82555	0.050642	0.11819	0.93365	122	3	0.82555
Prdm4	4	0.99	0.99027	0.999729	1060	0	0.77208	0.072699	0.16144	0.93365	172	3	0.77208
Zfp148	4	0.99046	0.9907	0.999729	1061	0	1.1283	0.0069046	0.02337	0.699807	35	3	1.1283
Zdhhc3	4	0.9907	0.99092	0.999729	1062	0	0.84131	0.069645	0.15548	0.93365	165	3	0.84131
MouseNegCon_0017	1	0.99073	0.99064	0.999729	1063	0	2.0252	0.0092684	0.0088126	0.616646	42	1	2.0252
Sap30	4	0.99268	0.99286	0.999729	1064	0	0.90639	0.007321	0.02472	0.707009	37	4	0.90639
MouseNegCon_0003	1	0.99419	0.99423	0.999729	1065	0	2.1899	0.0058082	0.0055429	0.616646	30	1	2.1899
Arid1b	4	0.99453	0.99461	0.999729	1066	0	1.2031	0.0054625	0.018897	0.679815	27	4	1.2031
Alkbh2	4	0.99497	0.99504	0.999729	1067	0	1.3507	0.003045	0.010888	0.665149	15	4	1.3507
Alkbh5	4	0.9951	0.99516	0.999729	1068	0	0.85872	0.0049005	0.016895	0.677851	24	4	0.85872
Bahd1	4	0.99569	0.99568	0.999729	1069	0	0.91019	0.004307	0.014985	0.665149	22	4	0.91019
Mef2a	4	0.99581	0.99576	0.999729	1070	0	0.89455	0.0041918	0.014672	0.665149	21	4	0.89455
Zcwpw1	4	0.99626	0.99627	0.999729	1071	0	0.95197	0.0037391	0.013249	0.665149	19	4	0.95197
Cbx4	4	0.99641	0.9964	0.999729	1072	0	0.82634	0.0035918	0.012762	0.665149	18	4	0.82634
Bhlhe41	4	0.99685	0.9968	0.999729	1073	0	1.0395	0.0031497	0.011302	0.665149	16	4	1.0395
Zfp513	4	0.99774	0.99774	0.999729	1074	0	1.1668	0.0022634	0.0082799	0.616646	12	4	1.1668
Lsm12	4	0.99813	0.99816	0.999729	1075	0	1.2127	0.0018712	0.0070859	0.616646	11	4	1.2127
Zkscan6	4	0.99931	0.99936	0.999729	1076	0	1.2693	0.00068895	0.002714	0.537129	5	4	1.2693
G3bp1	4	0.99965	0.99964	0.999729	1077	0	1.229	0.00034521	0.0013272	0.506601	2	4	1.229
Prdm1	4	0.99975	0.99973	0.999729	1078	0	1.2361	0.00025344	0.00097816	0.506601	1	4	1.2361
