id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Lsm14a	4	0.28655	0.41988	0.999729	400	2	-0.39908	0.49099	0.56218	0.999995	595	1	-0.39908
Nr2e1	4	0.28731	0.42074	0.999729	401	1	0.53839	0.032998	0.082115	0.895792	96	2	0.53839
Prmt2	4	0.28867	0.42237	0.999729	402	2	-0.48075	0.61768	0.6421	0.999995	677	1	-0.48075
MouseNegCon_0023	1	0.29325	0.29402	0.999729	403	1	-0.75168	0.70675	0.70764	0.999995	732	0	-0.75168
Kmt5a	4	0.29343	0.42774	0.999729	404	1	-0.4423	0.96967	0.96984	0.999995	1003	0	-0.4423
Kdm4b	4	0.29378	0.42814	0.999729	405	2	-0.19528	0.57516	0.61452	0.999995	650	1	-0.19528
Hinfp	4	0.29495	0.42937	0.999729	406	2	-0.17207	0.58239	0.61925	0.999995	654	1	-0.17207
Usf1	4	0.29571	0.43025	0.999729	407	1	-0.14959	0.86122	0.86183	0.999995	884	0	-0.14959
Spen	4	0.29647	0.43099	0.999729	408	1	0.51629	0.20331	0.32187	0.973961	338	2	0.51629
Trim28	4	0.29719	0.4317	0.999729	409	2	-0.64789	0.79166	0.79277	0.999995	805	0	-0.64789
Alx1	4	0.29762	0.43217	0.999729	410	2	-0.53256	0.08559	0.18681	0.93365	200	1	-0.53256
Zfp324	4	0.29848	0.43319	0.999729	411	2	0.17628	0.064064	0.14429	0.93365	152	2	0.17628
Tdrd7	4	0.30019	0.43526	0.999729	412	2	-0.12799	0.32428	0.45877	0.978682	489	2	-0.12799
Mtf2	4	0.30061	0.43569	0.999729	413	2	-0.30247	0.68692	0.69494	0.999995	718	1	-0.30247
Alkbh4	4	0.30101	0.43614	0.999729	414	1	0.29085	0.27851	0.40619	0.975854	435	2	0.29085
Nasp	4	0.30104	0.43617	0.999729	415	2	-0.55932	0.74594	0.7467	0.999995	767	1	-0.55932
Phf6	4	0.3019	0.43708	0.999729	416	2	0.59902	0.00099283	0.0037795	0.582037	7	2	0.59902
Bicd1	4	0.30233	0.43754	0.999729	417	2	-0.57261	0.76216	0.7629	0.999995	779	1	-0.57261
Zfp68	4	0.30361	0.43883	0.999729	418	2	-0.42284	0.93377	0.93347	0.999995	960	0	-0.42284
Hopx	4	0.30403	0.43932	0.999729	419	1	1.1517	0.0056709	0.019549	0.679815	29	3	1.1517
Tox4	4	0.30533	0.44075	0.999729	420	2	-0.11501	0.34338	0.48029	0.978682	509	2	-0.11501
Rbbp7	4	0.30575	0.4412	0.999729	421	2	-0.16055	0.74981	0.75032	0.999995	771	1	-0.16055
Henmt1	4	0.30618	0.44161	0.999729	422	2	0.30337	0.022789	0.0602	0.8112	77	2	0.30337
Leo1	4	0.30629	0.44171	0.999729	423	1	-0.054324	0.66222	0.67556	0.999995	704	1	-0.054324
Foxe3	4	0.30661	0.44207	0.999729	424	2	-0.31571	0.71797	0.72129	0.999995	745	1	-0.31571
Klf1	4	0.30747	0.44299	0.999729	425	2	-0.45875	0.86827	0.86919	0.999995	891	0	-0.45875
Zfp827	4	0.30929	0.44489	0.999729	426	1	-0.18178	0.28578	0.4143	0.975854	445	1	-0.18178
MouseNegCon_0074	1	0.31031	0.31082	0.999729	427	1	-0.68689	0.68969	0.69111	0.999995	722	0	-0.68689
Pygo2	4	0.31048	0.44631	0.999729	428	2	-0.41569	0.56572	0.60808	0.999995	642	1	-0.41569
Zfp710	4	0.31079	0.4466	0.999729	429	1	0.43746	0.23045	0.35157	0.975854	374	2	0.43746
Zmiz2	4	0.31153	0.44745	0.999729	430	1	-0.083518	0.62815	0.65015	0.999995	685	1	-0.083518
MouseNegCon_0022	1	0.31179	0.31232	0.999729	431	1	-0.66787	0.68821	0.68953	0.999995	721	0	-0.66787
Kmt2a	4	0.31263	0.44852	0.999729	432	2	-0.57242	0.74381	0.74454	0.999995	765	1	-0.57242
Arid3b	4	0.31306	0.44909	0.999729	433	2	-0.29631	0.56624	0.60838	0.999995	643	1	-0.29631
Smarcal1	4	0.31377	0.44981	0.999729	434	1	-0.022987	0.28501	0.41347	0.975854	443	1	-0.022987
MouseNegCon_0093	1	0.31624	0.31658	0.999729	435	1	-0.64123	0.68376	0.68545	0.999995	713	0	-0.64123
Mbip	4	0.3178	0.45422	0.999729	436	2	-0.0066444	0.17116	0.28588	0.973961	300	2	-0.0066444
Zscan21	4	0.31823	0.4547	0.999729	437	2	-0.037344	0.24886	0.37231	0.975854	398	2	-0.037344
Fbxw4	4	0.31953	0.4561	0.999729	438	2	-0.33951	0.040401	0.097554	0.93365	106	1	-0.33951
Klf5	4	0.31972	0.4563	0.999729	439	1	0.0061839	0.80562	0.80657	0.999995	814	0	0.0061839
Pkn2	4	0.32298	0.45979	0.999729	440	2	-0.49538	0.44671	0.53788	0.999722	570	1	-0.49538
Zfp384	4	0.32341	0.46018	0.999729	441	1	0.38207	0.25217	0.37592	0.975854	402	2	0.38207
Pcgf5	4	0.32385	0.46068	0.999729	442	2	-0.018729	0.086514	0.18854	0.936602	202	2	-0.018729
Trmu	4	0.32428	0.46135	0.999729	443	2	-0.52928	0.64753	0.66455	0.999995	698	1	-0.52928
Ing5	4	0.32562	0.46272	0.999729	444	1	0.02789	0.61864	0.64291	0.999995	678	1	0.02789
Zfp57	4	0.32783	0.46513	0.999729	445	1	-0.10499	0.60008	0.63049	0.999995	663	1	-0.10499
MouseNegCon_0087	1	0.33008	0.33049	0.999729	446	1	-0.59321	0.66992	0.67242	0.999995	708	0	-0.59321
Tdrd1	4	0.33149	0.46888	0.999729	447	1	0.52323	0.27893	0.40665	0.975854	436	2	0.52323
Cbx3	4	0.33164	0.46903	0.999729	448	2	-0.4376	0.94654	0.94616	0.999995	974	0	-0.4376
Rybp	4	0.33208	0.46953	0.999729	449	2	-0.15594	0.27961	0.40743	0.975854	437	1	-0.15594
Set	4	0.33294	0.47055	0.999729	450	2	0.36044	0.019092	0.052081	0.805302	67	2	0.36044
Zfp777	4	0.33295	0.47056	0.999729	451	1	0.12595	0.70828	0.71311	0.999995	733	1	0.12595
Dtd1	4	0.33381	0.47158	0.999729	452	2	-0.6275	0.62579	0.64851	0.999995	683	1	-0.6275
Phf20	4	0.33512	0.47316	0.999729	453	2	0.0014304	0.20804	0.32713	0.973961	343	2	0.0014304
Zfp407	4	0.33598	0.47398	0.999729	454	2	-0.59595	0.92341	0.92303	0.999995	948	0	-0.59595
Cbx6	4	0.33859	0.47672	0.999729	455	2	-0.036265	0.24968	0.37321	0.975854	399	2	-0.036265
Trerf1	4	0.33877	0.47694	0.999729	456	1	0.50938	0.030479	0.07687	0.881557	91	2	0.50938
Trim25	4	0.34077	0.47893	0.999729	457	2	0.032413	0.212	0.3314	0.973961	349	2	0.032413
Syce1	4	0.34094	0.47911	0.999729	458	1	-0.36596	0.93155	0.93102	0.999995	958	0	-0.36596
Lmnb2	4	0.34164	0.47987	0.999729	459	2	-0.57163	0.97787	0.97823	0.999995	1011	0	-0.57163
Ncor1	4	0.34207	0.48028	0.999729	460	2	0.39359	0.01328	0.03937	0.805302	50	2	0.39359
Zfp106	4	0.34239	0.48063	0.999729	461	2	-0.48703	0.96923	0.96943	0.999995	1002	0	-0.48703
Mier1	4	0.34338	0.48189	0.999729	462	2	-0.50544	0.94588	0.94539	0.999995	972	0	-0.50544
Suv420h2	4	0.34381	0.4824	0.999729	463	2	-0.44913	0.25535	0.37968	0.975854	405	1	-0.44913
Sap130	4	0.34425	0.48278	0.999729	464	2	-0.3608	0.80678	0.80786	0.999995	815	0	-0.3608
Zfp369	4	0.34455	0.483	0.999729	465	1	0.12982	0.70671	0.71176	0.999995	731	1	0.12982
Shmt2	4	0.34512	0.48363	0.999729	466	2	-0.44739	0.80095	0.80207	0.999995	809	0	-0.44739
Mettl25	4	0.34599	0.48462	0.999729	467	1	0.42634	0.26088	0.38617	0.975854	413	2	0.42634
Lcmt2	4	0.34643	0.48512	0.999729	468	2	-0.26499	0.65426	0.6696	0.999995	700	1	-0.26499
Kat7	4	0.34671	0.48547	0.999729	469	2	-0.49511	0.34814	0.48562	0.978682	514	1	-0.49511
Zfp623	4	0.34686	0.48569	0.999729	470	2	-0.53832	0.96399	0.96388	0.999995	995	0	-0.53832
Ski	4	0.3473	0.4861	0.999729	471	2	-0.16639	0.77308	0.77405	0.999995	790	0	-0.16639
Hdac11	4	0.34742	0.4862	0.999729	472	1	0.87889	0.020185	0.05457	0.805302	70	2	0.87889
Sap25	4	0.34773	0.48666	0.999729	473	2	-0.32947	0.16858	0.28294	0.973961	294	1	-0.32947
Zbtb7	4	0.34814	0.48704	0.999729	474	1	0.066998	0.80504	0.80604	0.999995	813	0	0.066998
Znhit1	4	0.34817	0.48705	0.999729	475	2	-0.49544	0.3942	0.51145	0.989841	540	1	-0.49544
Tcfl4	4	0.34991	0.48874	0.999729	476	2	-0.38245	0.56993	0.61087	0.999995	647	1	-0.38245
Setd5	4	0.35029	0.4891	0.999729	477	1	1.0604	0.027706	0.07091	0.844903	87	3	1.0604
Terf2	4	0.35253	0.49119	0.999729	478	2	-0.44075	0.93951	0.93921	0.999995	965	0	-0.44075
Cbx1	4	0.3534	0.49198	0.999729	479	2	-0.26649	0.79196	0.7931	0.999995	806	0	-0.26649
MouseNegCon_0040	1	0.35479	0.35558	0.999729	480	0	-0.48647	0.64521	0.64828	0.999995	695	0	-0.48647
Nap1l3	4	0.35515	0.49386	0.999729	481	2	-0.43002	0.78952	0.79047	0.999995	801	0	-0.43002
Zfp426	4	0.356	0.49493	0.999729	482	1	0.60779	0.20686	0.32571	0.973961	342	2	0.60779
Zfp617	4	0.35734	0.4965	0.999729	483	2	-0.57936	0.9688	0.96897	0.999995	1001	0	-0.57936
Uty	4	0.35821	0.49745	0.999729	484	2	0.15888	0.087437	0.18968	0.937937	203	2	0.15888
Arid3c	4	0.35996	0.49939	0.999729	485	2	-0.27379	0.88473	0.88545	0.999995	910	0	-0.27379
Brms1	4	0.36025	0.49974	0.999729	486	1	-0.053794	0.14245	0.25312	0.973961	263	1	-0.053794
Fancg	4	0.36433	0.50441	0.999729	487	2	-0.56123	0.2264	0.34688	0.975854	368	1	-0.56123
Syncrip	4	0.36448	0.50454	0.999729	488	1	-0.36002	0.61672	0.64141	0.999995	676	1	-0.36002
Chd3	4	0.36521	0.50541	0.999729	489	2	0.40192	0.020027	0.05423	0.805302	68	2	0.40192
Trdmt1	4	0.36729	0.50763	0.999729	490	1	-0.046291	0.45366	0.5419	0.999722	575	1	-0.046291
Srebf2	4	0.36869	0.50931	0.999729	491	1	0.39799	0.53533	0.58868	0.999995	621	1	0.39799
Eya1	4	0.37009	0.51062	0.999729	492	1	-0.23165	0.47654	0.55373	0.999995	587	1	-0.23165
Gmeb1	4	0.37134	0.51207	0.999729	493	2	-0.42337	0.95294	0.95294	0.999995	981	0	-0.42337
Zfp839	4	0.37567	0.51656	0.999729	494	2	-0.018613	0.32688	0.46167	0.978682	492	2	-0.018613
Cry1	4	0.37616	0.51701	0.999729	495	2	-0.078456	0.69062	0.69781	0.999995	724	1	-0.078456
Zbtb38	4	0.37636	0.5172	0.999729	496	1	0.33672	0.26873	0.39484	0.975854	421	1	0.33672
Nfe2	4	0.37844	0.51946	0.999729	497	1	0.44231	0.18243	0.29872	0.973961	316	2	0.44231
Mael	4	0.37967	0.52077	0.999729	498	2	-0.43677	0.51899	0.5789	0.999995	613	1	-0.43677
Ing1	4	0.38098	0.52217	0.999729	499	2	-0.50768	0.97496	0.97524	0.999995	1009	0	-0.50768
Msl2	4	0.38274	0.52411	0.999729	500	2	-0.023333	0.34948	0.48689	0.978682	515	2	-0.023333
Nfe2l2	4	0.38318	0.52454	0.999729	501	2	-0.077773	0.74665	0.74732	0.999995	768	1	-0.077773
Zfp445	4	0.38396	0.52525	0.999729	502	2	-0.58568	0.6556	0.67055	0.999995	701	1	-0.58568
Rhox6	4	0.38406	0.52534	0.999729	503	2	-0.53959	0.97317	0.97358	0.999995	1007	0	-0.53959
Phldb3	4	0.38464	0.52594	0.999729	504	1	-0.29877	0.91107	0.91099	0.999995	934	0	-0.29877
Glyr1	4	0.3867	0.52809	0.999729	505	1	-0.29644	0.40767	0.51819	0.991367	544	1	-0.29644
Ss18l1	4	0.38845	0.53012	0.999729	506	2	-0.39941	0.18142	0.29759	0.973961	313	1	-0.39941
L3mbtl2	4	0.38932	0.53115	0.999729	507	2	0.20022	0.10619	0.21162	0.965384	216	2	0.20022
Gadd45g	4	0.38944	0.53129	0.999729	508	1	-0.17533	0.75501	0.75524	0.999995	775	1	-0.17533
MouseNegCon_0046	1	0.39434	0.39476	0.999729	509	0	-0.34908	0.60566	0.60776	0.999995	669	0	-0.34908
Setd6	4	0.39503	0.53734	0.999729	510	2	0.10439	0.081886	0.17922	0.93365	188	2	0.10439
Ftsj1	4	0.39679	0.53908	0.999729	511	2	-0.31059	0.93022	0.92965	0.999995	956	0	-0.31059
Helq	4	0.39692	0.53927	0.999729	512	1	0.29871	0.15907	0.27167	0.973961	283	2	0.29871
Atad2	4	0.39811	0.54072	0.999729	513	2	0.20298	0.12858	0.23732	0.965384	249	2	0.20298
Macrod2	4	0.39943	0.54221	0.999729	514	2	-0.41736	0.42679	0.52775	0.99635	555	1	-0.41736
Lmnb1	4	0.40566	0.54699	0.999729	515	1	0.12396	0.81021	0.81146	0.999995	821	0	0.12396
Hmgn1	4	0.40633	0.54728	0.999729	516	1	0.60402	0.075836	0.16773	0.93365	178	3	0.60402
MouseNegCon_0096	1	0.40695	0.40698	0.999729	517	0	-0.29791	0.59305	0.59462	0.999995	657	0	-0.29791
Chd2	4	0.40967	0.54893	0.999729	518	1	0.27608	0.058484	0.13401	0.93365	141	2	0.27608
MouseNegCon_0070	1	0.41856	0.41885	0.999729	519	0	-0.2666	0.58144	0.58269	0.999995	653	0	-0.2666
Mettl5	4	0.42025	0.55357	0.999729	520	1	0.53325	0.27574	0.4027	0.975854	432	2	0.53325
Chrac1	4	0.42353	0.55499	0.999729	521	1	0.095837	0.31435	0.44728	0.975854	476	2	0.095837
MouseNegCon_0002	1	0.4282	0.42833	0.999729	522	0	-0.23589	0.5718	0.57285	0.999995	648	0	-0.23589
Cdyl	4	0.43134	0.55873	0.999729	523	1	0.022399	0.62247	0.64585	0.999995	681	1	0.022399
Sirt2	4	0.43263	0.55936	0.999729	524	1	0.5238	0.30233	0.43361	0.975854	460	2	0.5238
MouseNegCon_0026	1	0.43487	0.43513	0.999729	525	0	-0.20778	0.56513	0.56641	0.999995	641	0	-0.20778
MouseNegCon_0062	1	0.43586	0.43619	0.999729	526	0	-0.21516	0.56414	0.56549	0.999995	640	0	-0.21516
Zfp81	4	0.43906	0.56229	0.999729	527	1	0.11226	0.23776	0.36022	0.975854	384	1	0.11226
Zfp54	4	0.44034	0.56289	0.999729	528	1	0.53245	0.17038	0.28515	0.973961	297	2	0.53245
Nsd2	4	0.44226	0.56372	0.999729	529	1	0.056561	0.24098	0.36372	0.975854	386	1	0.056561
Parp3	4	0.44481	0.56486	0.999729	530	1	-0.14719	0.51325	0.57551	0.999995	608	1	-0.14719
Elp4	4	0.44544	0.56516	0.999729	531	1	-0.0071478	0.016213	0.046148	0.805302	58	1	-0.0071478
Nbn	4	0.44671	0.56567	0.999729	532	1	-0.35539	0.30779	0.43976	0.975854	468	1	-0.35539
MouseNegCon_0021	1	0.44674	0.44692	0.999729	533	0	-0.16673	0.55326	0.55394	0.999995	632	0	-0.16673
MouseNegCon_0052	1	0.44871	0.44891	0.999729	534	0	-0.15784	0.55129	0.55177	0.999995	631	0	-0.15784
Cbx5	4	0.4524	0.5686	0.999729	535	1	0.61367	0.021087	0.056609	0.805302	72	2	0.61367
Prmt7	4	0.45491	0.56969	0.999729	536	1	0.1396	0.21957	0.33973	0.973961	361	2	0.1396
Ankrd36	4	0.45617	0.57026	0.999729	537	1	-0.31222	0.9158	0.91547	0.999995	940	0	-0.31222
Ezh1	4	0.45679	0.57058	0.999729	538	1	-0.16506	0.8386	0.83951	0.999995	855	0	-0.16506
Nsun4	4	0.46054	0.57222	0.999729	539	1	0.079982	0.68609	0.69422	0.999995	716	1	0.079982
Tdg	4	0.46116	0.57261	0.999729	540	1	-0.25654	0.66571	0.67819	0.999995	706	1	-0.25654
Atxn7	4	0.46488	0.57436	0.999729	541	1	0.7907	0.040263	0.097334	0.93365	105	3	0.7907
Gcc2	4	0.46673	0.57522	0.999729	542	1	0.70154	0.034637	0.085467	0.912214	98	3	0.70154
Kdm7a	4	0.46858	0.57613	0.999729	543	1	0.13257	0.27471	0.40142	0.975854	431	2	0.13257
Chd4	4	0.47471	0.57887	0.999729	544	1	0.36472	0.54142	0.59217	0.999995	625	1	0.36472
Ehmt2	4	0.47775	0.58027	0.999729	545	1	0.23181	0.13272	0.24209	0.973961	252	1	0.23181
Hmgn2	4	0.47957	0.58129	0.999729	546	1	0.022388	0.037522	0.091612	0.93365	102	1	0.022388
MouseNegCon_0047	1	0.48159	0.48147	0.999729	547	0	-0.068005	0.51841	0.51827	0.991367	611	0	-0.068005
Dnmt3a	4	0.4856	0.58434	0.999729	548	1	0.37404	0.73186	0.73376	0.999995	753	1	0.37404
Phf7	4	0.4862	0.58459	0.999729	549	1	0.49552	0.17262	0.28752	0.973961	302	2	0.49552
Tdrd5	4	0.49099	0.58719	0.999729	550	1	1.0968	0.01601	0.045588	0.805302	57	3	1.0968
Hmgn5	4	0.49158	0.58743	0.999729	551	1	0.037343	0.83273	0.8337	0.999995	847	0	0.037343
Hoxa10	4	0.49396	0.58869	0.999729	552	1	-0.36588	0.92968	0.92916	0.999995	955	0	-0.36588
Nsun2	4	0.49692	0.59035	0.999729	553	1	0.6899	0.029911	0.075594	0.876238	90	2	0.6899
Trmt12	4	0.4981	0.59099	0.999729	554	1	0.16793	0.8259	0.82708	0.999995	836	0	0.16793
Erbb4	4	0.49869	0.59126	0.999729	555	1	0.51528	0.34033	0.47666	0.978682	505	2	0.51528
Kdm8	4	0.50338	0.59384	0.999729	556	1	0.037973	0.87149	0.87247	0.999995	895	0	0.037973
MouseNegCon_0037	1	0.50383	0.50404	0.999729	557	0	0.014988	0.49617	0.49598	0.978682	601	0	0.014988
Per2	4	0.50572	0.59509	0.999729	558	1	0.80864	0.054184	0.12537	0.93365	129	3	0.80864
MouseNegCon_0009	1	0.50606	0.5061	0.999729	559	0	0.017957	0.49394	0.49372	0.978682	599	0	0.017957
MouseNegCon_0001	1	0.50704	0.50712	0.999729	560	0	0.02132	0.49296	0.49277	0.978682	597	0	0.02132
Gfi1b	4	0.50746	0.5961	0.999729	561	1	0.1552	0.7965	0.79777	0.999995	808	0	0.1552
Suds3	4	0.50804	0.59651	0.999729	562	1	0.39476	0.69915	0.70539	0.999995	729	1	0.39476
Zgpat	4	0.51325	0.59935	0.999729	563	1	-0.1427	0.36799	0.49897	0.978682	529	1	-0.1427
Frg1	4	0.5144	0.59999	0.999729	564	1	-0.2999	0.83428	0.83521	0.999995	849	0	-0.2999
Zfp113	4	0.51498	0.60025	0.999729	565	1	1.1237	0.02229	0.059071	0.8112	75	3	1.1237
Sox1	4	0.51555	0.60053	0.999729	566	1	0.36494	0.29037	0.41972	0.975854	450	1	0.36494
MouseNegCon_0092	1	0.51619	0.51605	0.999729	567	0	0.052134	0.48381	0.48372	0.978682	593	0	0.052134
Zeb2	4	0.51727	0.60141	0.999729	568	1	-0.074844	0.64662	0.66396	0.999995	697	1	-0.074844
Phf13	4	0.51784	0.60175	0.999729	569	1	-0.23585	0.55773	0.60289	0.999995	633	1	-0.23585
MouseNegCon_0034	1	0.51817	0.51806	0.999729	570	0	0.057587	0.48183	0.48169	0.978682	591	0	0.057587
Foxi2	4	0.51956	0.60266	0.999729	571	1	-0.15095	0.7959	0.79698	0.999995	807	0	-0.15095
Lmna	4	0.52183	0.60396	0.999729	572	1	0.28447	0.26339	0.38917	0.975854	415	2	0.28447
Jmjd4	4	0.52693	0.60658	0.999729	573	1	0.23893	0.55933	0.60392	0.999995	635	1	0.23893
Mllt6	4	0.52749	0.60687	0.999729	574	1	-0.2965	0.30629	0.43808	0.975854	465	1	-0.2965
Mllt1	4	0.52806	0.60713	0.999729	575	1	0.1054	0.44925	0.53931	0.999722	572	1	0.1054
MouseNegCon_0094	1	0.53324	0.53313	0.999729	576	0	0.090776	0.46676	0.46635	0.978682	584	0	0.090776
Shprh	4	0.53422	0.61029	0.999729	577	1	0.65791	0.061235	0.13913	0.93365	146	3	0.65791
Kdm6b	4	0.537	0.61179	0.999729	578	1	0.039395	0.37982	0.5044	0.981937	536	1	0.039395
MouseNegCon_0035	1	0.53942	0.53931	0.999729	579	0	0.11522	0.46058	0.46055	0.978682	581	0	0.11522
Hdac1	4	0.54197	0.61427	0.999729	580	1	0.1762	0.21717	0.3372	0.973961	356	2	0.1762
Zfp524	4	0.54307	0.61497	0.999729	581	1	0.24531	0.31349	0.44623	0.975854	475	2	0.24531
Nr2c1	4	0.54362	0.61526	0.999729	582	1	0.078774	0.57672	0.61545	0.999995	651	1	0.078774
Lsm1	4	0.548	0.61786	0.999729	583	1	0.83359	0.045533	0.10793	0.93365	116	3	0.83359
Pcnt	4	0.54854	0.61814	0.999729	584	1	-0.021654	0.40029	0.51451	0.991367	542	1	-0.021654
Rcbtb1	4	0.54963	0.61877	0.999729	585	1	0.12489	0.53811	0.59026	0.999995	623	1	0.12489
Larp4	4	0.55072	0.61927	0.999729	586	1	1.0103	0.018883	0.051668	0.805302	66	3	1.0103
MouseNegCon_0098	1	0.55178	0.55234	0.999729	587	0	0.14666	0.44822	0.44841	0.975854	571	0	0.14666
Asz1	4	0.55288	0.62056	0.999729	588	1	0.20087	0.68816	0.69591	0.999995	720	1	0.20087
Btbd12	4	0.5545	0.62145	0.999729	589	1	-0.08663	0.55826	0.60323	0.999995	634	1	-0.08663
Ncoa3	4	0.55504	0.62176	0.999729	590	1	0.21896	0.1345	0.24414	0.973961	254	1	0.21896
Gmcl1	4	0.55612	0.62246	0.999729	591	1	-0.19712	0.8267	0.82789	0.999995	839	0	-0.19712
Tcf7l1	4	0.55773	0.62344	0.999729	592	1	-0.027173	0.54472	0.59444	0.999995	626	1	-0.027173
Zfp606	4	0.55826	0.62373	0.999729	593	1	0.62427	0.080686	0.17685	0.93365	186	3	0.62427
Tpmt	4	0.55933	0.62432	0.999729	594	1	0.59148	0.08836	0.19067	0.938537	204	2	0.59148
MouseNegCon_0095	1	0.55969	0.56077	0.999729	595	0	0.15897	0.44031	0.44042	0.975854	564	0	0.15897
Tarbp1	4	0.55987	0.62458	0.999729	596	1	-0.33761	0.89925	0.89963	0.999995	924	0	-0.33761
MouseNegCon_0060	1	0.56315	0.56438	0.999729	597	0	0.16546	0.43685	0.43714	0.975854	563	0	0.16546
Dffb	4	0.5636	0.62671	0.999729	598	1	0.28441	0.062258	0.14095	0.93365	150	1	0.28441
MouseNegCon_0016	1	0.56414	0.56549	0.999729	599	0	0.177	0.43586	0.43619	0.975854	561	0	0.177
Dact1	4	0.56466	0.62737	0.999729	600	1	0.36686	0.026911	0.069109	0.844903	84	1	0.36686
Klf15	4	0.56519	0.62765	0.999729	601	1	0.62987	0.018631	0.051255	0.805302	65	2	0.62987
Hdac10	4	0.56572	0.62798	0.999729	602	1	0.28867	0.4692	0.54994	0.999995	585	1	0.28867
Zfp110	4	0.56677	0.62859	0.999729	603	1	0.26086	0.32298	0.45716	0.978682	488	2	0.26086
MouseNegCon_0097	1	0.56686	0.56815	0.999729	604	0	0.16761	0.43314	0.43322	0.975854	560	0	0.16761
Dido1	4	0.5673	0.62897	0.999729	605	1	0.40937	0.73552	0.73687	0.999995	755	1	0.40937
Tert	4	0.56835	0.62956	0.999729	606	1	-0.30989	0.45991	0.54496	0.999722	579	1	-0.30989
MouseNegCon_0086	1	0.57007	0.5712	0.999729	607	0	0.18923	0.42993	0.42997	0.975854	558	0	0.18923
Gatad2a	4	0.57098	0.63105	0.999729	608	1	0.65766	0.19009	0.30721	0.973961	326	2	0.65766
MouseNegCon_0044	1	0.5713	0.57234	0.999729	609	0	0.19707	0.4287	0.42875	0.975854	557	0	0.19707
MouseNegCon_0049	1	0.57205	0.5731	0.999729	610	0	0.17191	0.42795	0.42812	0.975854	556	0	0.17191
Zfp330	4	0.57307	0.63235	0.999729	611	1	0.089903	0.22318	0.34338	0.974114	365	2	0.089903
MouseNegCon_0005	1	0.57353	0.5746	0.999729	612	0	0.19843	0.42647	0.42671	0.975854	554	0	0.19843
Pcgf6	4	0.5736	0.63271	0.999729	613	1	0.57136	0.054701	0.12648	0.93365	131	2	0.57136
Hdac7	4	0.57412	0.63316	0.999729	614	1	0.18499	0.80764	0.80874	0.999995	817	0	0.18499
MouseNegCon_0088	1	0.5765	0.57746	0.999729	615	0	0.20506	0.4235	0.42377	0.975854	552	0	0.20506
Klf3	4	0.57724	0.63492	0.999729	616	1	0.034187	0.11932	0.22656	0.965384	236	1	0.034187
Alkbh1	4	0.58291	0.63801	0.999729	617	1	0.63265	0.077076	0.17008	0.93365	181	3	0.63265
Zfp735	4	0.58393	0.63859	0.999729	618	1	0.67709	0.11301	0.21911	0.965384	224	2	0.67709
Tet2	4	0.58445	0.63888	0.999729	619	1	-0.013717	0.64116	0.6599	0.999995	693	1	-0.013717
Zbtb5	4	0.58496	0.63918	0.999729	620	1	-0.0089622	0.52862	0.5847	0.999995	618	1	-0.0089622
Asxl1	4	0.58649	0.64	0.999729	621	1	0.47843	0.14069	0.25117	0.973961	261	2	0.47843
Hic1	4	0.587	0.64033	0.999729	622	1	0.6707	0.083668	0.18299	0.93365	193	2	0.6707
Asf1b	4	0.59005	0.64228	0.999729	623	1	1.0806	0.013646	0.040307	0.805302	52	3	1.0806
Dnttip2	4	0.59308	0.64406	0.999729	624	1	-0.15399	0.90747	0.90747	0.999995	931	0	-0.15399
Pygo1	4	0.59358	0.64434	0.999729	625	1	0.95588	0.043488	0.10362	0.93365	111	3	0.95588
Zbtb1	4	0.59809	0.64657	0.999729	626	1	0.099747	0.34094	0.47733	0.978682	506	1	0.099747
Mettl7b	4	0.59859	0.64683	0.999729	627	1	0.35593	0.11819	0.22503	0.965384	234	2	0.35593
Msl3	4	0.60008	0.64781	0.999729	628	1	-0.21033	0.87875	0.87962	0.999995	905	0	-0.21033
Elp3	4	0.60207	0.64894	0.999729	629	1	0.22629	0.57775	0.6162	0.999995	652	1	0.22629
Grip1	4	0.60306	0.64952	0.999729	630	1	-0.001786	0.33946	0.4757	0.978682	503	2	-0.001786
Zbtb33	4	0.60404	0.65014	0.999729	631	1	0.28432	0.31651	0.44985	0.975854	480	2	0.28432
Zfp143	4	0.60896	0.65297	0.999729	632	1	-0.23803	0.83809	0.83885	0.999995	854	0	-0.23803
Prdm16	4	0.61042	0.65382	0.999729	633	1	-0.15039	0.39962	0.51427	0.991367	541	1	-0.15039
Zfp408	4	0.61285	0.65526	0.999729	634	1	0.092333	0.15036	0.26219	0.973961	272	1	0.092333
Cbx8	4	0.61479	0.65647	0.999729	635	1	-0.17393	0.56783	0.60948	0.999995	644	1	-0.17393
Chd6	4	0.61624	0.65729	0.999729	636	1	0.79071	0.044242	0.10528	0.93365	114	3	0.79071
Zfp125	4	0.6172	0.65786	0.999729	637	1	0.87434	0.0083769	0.028165	0.740522	41	3	0.87434
Bag6	4	0.6196	0.65957	0.999729	638	1	0.17635	0.072578	0.16119	0.93365	170	1	0.17635
Alkbh3	4	0.62199	0.66118	0.999729	639	1	0.36235	0.12291	0.23083	0.965384	242	1	0.36235
Tbl1xr1	4	0.62247	0.66152	0.999729	640	1	0.69882	0.046875	0.11072	0.93365	118	2	0.69882
